keyword,ecmax
capillarity,1999474.0
drops,1999474.0
elcapitex,1999474.0
imbibition,1999474.0
hydrogel machines for seamless living system interfaces,1999473.0
gelectro,1999473.0
sensor arrays,1999473.0
conductive hydrogels,1999473.0
gene writing,1999465.0
rna-based gene writing in human cells,1999465.0
cancer-dependencies,1999455.0
early-drug-discovery,1999455.0
depshock,1999455.0
transcriptional footprints of cancer dependency shock as a computational tool for early anti-cancer drug discovery,1999455.0
target-discovery,1999455.0
predictive-models,1999455.0
therapeutic-markers,1999455.0
single-cell-crispr,1999455.0
entangled tertiary folds,1999454.0
molecular nanotopology,1999454.0
proteoknot,1999454.0
switchable catalysts,1999454.0
chiral catenanes,1999454.0
molecular knots,1999454.0
poly(ionic liquid),1999444.0
porous poly(ionic liquid)s for co2 capture and simultaneous conversion under ambient conditions,1999444.0
resistanceprograms,1999444.0
tumor recurrence and therapeutic resistance: exploring and exploiting the post-radiotherapy brain microenvironment for therapeutic opportunities in malignant brain tumors,1999444.0
spontaneous brain activity,1999438.0
resting state,1999438.0
neuromodulatory control of brain network dynamics,1999438.0
brainamics,1999438.0
large-scale modelling,1999438.0
stable continental regions,1999434.0
intraplate earthquakes: the signature of the static fatigue of continents,1999434.0
iquake,1999434.0
insar,1999434.0
moire structures,1999433.0
surface states,1999433.0
a new superconducting landscape: using nanoscale inhomogeneity for enhanced superconductivity,1999433.0
superland,1999433.0
humanige,1999431.0
identification of long-term therapeutic strategy in ige-mediated allergy by leveraging humanized models and patient samples,1999431.0
artdetect,1999430.0
a new connoisseurship: smart ways to detect forgeries,1999430.0
forgery identification,1999430.0
smart tools,1999430.0
old master paintings,1999430.0
modern paintings,1999430.0
connoisseurship,1999430.0
mutational processes,1999428.75
structomatic,1999428.75
long-read genome sequencing,1999428.75
indels,1999428.75
mutational processes and impact of structural variants in somatic cells,1999428.75
genetic variant interpretation,1999428.75
dna replication and repair,1999428.75
vesiculome,1999423.0
evolution and function of bacterial extracellular vesicles in the human host-gut microbiome system,1999423.0
solar wind prediction,1999417.5
heliophysics,1999417.5
solar coronal mass ejections,1999417.5
interplanetary magnetic fields,1999417.5
helio4cast,1999417.5
solving the bz problem in heliospheric weather forecasting,1999417.5
solar storms,1999417.5
wire,1999415.0
waves in the inner magnetosphere and their effects on radiation belt electrons,1999415.0
wave models,1999415.0
radiation belt modeling,1999415.0
plasma waves,1999415.0
wave-particle interactions,1999415.0
earth's radiation belts,1999415.0
endorphim,1999415.0
endogenous retroelements as transcriptional parasites and modulators of host immunity,1999415.0
finite volume methods,1999410.0
xenosim,1999410.0
providing computational insights into cardiac xenotransplantation,1999410.0
fluid-solid interaction,1999410.0
comprehensive search for new phenomena in the dilepton spectrum at the lhc,1999409.0
ditto,1999409.0
mawics,1999406.0
magneto-acoustic waves in complex spin systems,1999406.0
magneto-acoustic,1999406.0
magnetic skyrmions,1999406.0
targeted protein degradation as a new experimental and therapeutic approach for pancreatic ductal adenocarcinoma,1999401.0
tissue-specific e3 ubiquitin ligases,1999401.0
auxin degron system (aid),1999401.0
protac-pdac,1999401.0
pdac mouse models,1999401.0
pancreatic ductal adenocarcinoma (pdac),1999401.0
non-conventional cancer targets,1999401.0
trajectories of taste: an analytical framework of culinary change after migration,1999401.0
cuisine,1999401.0
taste,1999401.0
global development goals,1999398.0
space debris evolution,1999398.0
space debris mitigation,1999398.0
space debris index,1999398.0
space missions,1999398.0
space debris modelling,1999398.0
robust control of the space debris population to define optimal policies and an economic revenue model for the sustainable development of space activities,1999398.0
space sustainability,1999398.0
green species,1999398.0
plantsoiladapt,1999386.0
eco-evolutionary dynamics in plant-soil interactions during land use transition: consequences for soil functioning and resilience to drought,1999386.0
organophosphorus materials,1999375.0
synthesis and applications of phospha(twisted)nanographenes,1999375.0
phosphatngs,1999375.0
phosphorus heterocycles,1999375.0
apheleia,1999375.0
reconciling classical and modern (deep) machine learning for real-world applications,1999375.0
ethylution,1999370.0
1-aminocyclopropane-1-carboxylic acid,1999370.0
revealing the ancient plant ethylene biosynthesis and acc signaling pathway,1999370.0
plant hormones,1999370.0
marchantia polymorpha,1999370.0
and their scales,1999363.0
biodiversity dynamics across a continuum of space,1999363.0
beast,1999363.0
rich europe,1999362.0
research infrastructures consortium of ncps in horizon europe,1999362.0
an attentional code for memory,1999358.0
atcom,1999358.0
relational knowledge,1999358.0
pecunia,1999350.0
from the end of the republic to diocletian,1999350.0
documentary evidence,1999350.0
municipal government,1999350.0
local elites,1999350.0
provinces,1999350.0
high empire,1999350.0
private interests in public functions: framing a new paradigm of power in the cities of the roman empire,1999350.0
emetbrown,1999348.75
interfacial flows,1999348.75
brownian motion near soft interfaces,1999348.75
stokes flows,1999348.75
surface forces,1999348.75
soft lubrication,1999348.75
elastic materials,1999348.75
biological motility,1999348.75
uniyarns,1999338.0
universal processing route for high-performance nanostructured yarns,1999338.0
an ecological history of eurasian art:  natural resources,1999336.0
aesthetic practices,1999336.0
ecoart,1999336.0
and early modern globalization,1999336.0
electrically driven dna-origami-based machines,1999318.0
edrive,1999318.0
recodyn,1999315.0
ecosystem recovery dynamics and their response to climate change and habitat fragmentation,1999315.0
chronic blood cancer,1999313.0
deciphering fibrosis reversal mechanisms in chronic blood cancer for identification of novel predictive and therapeutic strategies,1999313.0
myeloproliferative neoplasms,1999313.0
rewind-mf,1999313.0
maritime industry,1999309.0
many-electron theories,1999288.0
cluster theory,1999288.0
a quantum chemical approach to dynamic properties of real materials,1999288.0
coupled,1999288.0
cc4dyn,1999288.0
first principles simulation,1999288.0
tucla,1999288.0
bagging,1999288.0
generalization bounds,1999288.0
learning theory,1999288.0
theoretical understanding of classic learning algorithms,1999288.0
stimuli responsive bio-based bisphenols for the synthesis of recyclable thermosets,1999271.0
stimulart,1999271.0
decouplingit,1999266.0
decoupling it? a global comparative ethnography of the role of it in the mitigation of the climate crisis,1999266.0
cellular energy metabolism,1999265.0
energised,1999265.0
impact of the gut microbiota on host cells energy metabolism: role in health and in inflammatory bowel disease,1999265.0
organic electronics and photonics,1999264.0
slow excitonics for minimalistic and sustainable photonic and optoelectronic systems,1999264.0
slowtonics,1999264.0
model organisms,1999256.0
glassbrain,1999256.0
biophysics of sound,1999256.0
auditory circuits,1999256.0
brain-wide processing and whole-body biophysics of directional sound,1999256.0
whole-brain imaging,1999256.0
circumstellar disks,1999250.0
disk formation,1999250.0
early build-up of ringed planet-forming disks,1999250.0
earlybird,1999250.0
circumstellar dust,1999250.0
formation of the solar system,1999250.0
cross-coupligs,1999250.0
dual catalysis,1999250.0
betelgeuse,1999250.0
transforming boron chemistry by exploring boryl radical reactivity,1999250.0
sustainable use of materials,1999250.0
perceptual matter,1999250.0
magnetic interaction,1999250.0
magnetic memory supraparticles for perceptual matter,1999250.0
recorders,1999250.0
supraparticles,1999250.0
smartrust,1999250.0
environmental influences,1999250.0
interactive materials,1999250.0
signal transducers,1999250.0
nanoparticle assemblies,1999250.0
magnetic nanomaterials,1999250.0
gendersafe,1999250.0
rfos,1999250.0
safe academia,1999250.0
advocacy,1999250.0
awareness-raising,1999250.0
code of conduct,1999250.0
zero-tolerance policies,1999250.0
rpos,1999250.0
advancing the zero-tolerance approach to gender-based violence in higher education and research in the european research area,1999250.0
engineering quantum materials for terahertz applications,1999233.0
equate,1999233.0
2d quantum materials,1999233.0
terahertz technologies,1999233.0
small molecules activation,1999226.0
metal-metal bond,1999226.0
organometallics,1999226.0
synthesis and properties of f-block organometallics: en route to the φ-bond,1999226.0
phibond,1999226.0
f-elements,1999226.0
taipo,1999225.0
trustworthy ai tools for personalized oncology,1999225.0
the origin and evolution of a blastered mercury,1999224.0
ironheart,1999224.0
bepicolombo,1999224.0
gravitational physics from the universe large scales evolution,1999219.0
gravipulse,1999219.0
tests of gravity,1999219.0
revolutionizing diabetes management by combining in silico models and ai control for vagus neuroprostheses,1999201.0
diabetmanager,1999201.0
cell free expression systems,1999167.0
unravelling the chemical-physical principles of life through minimal synthetic cellularity,1999167.0
minsyncell,1999167.0
dynamic combinatorial chemistry,1999144.0
legonucleotides for detection,1999144.0
chem2sense,1999144.0
crop wild relatives,1999141.0
from wild to crop: unravelling the impact of root domestication on drought tolerance,1999141.0
wild-roots,1999141.0
resolving sex differences in processing sensory information,1999138.0
sarcomakids,1999124.0
developmentally programmed pediatric sarcomas: a versatile platform for drug discovery and molecular precision medicine,1999124.0
the evolution of neural circuits for navigational decisions - from synapses to behavior,1999119.0
evolvingcircuits,1999119.0
