keyword,count
drug formulation,1
oral absorption,1
peptide delivery,1
prototype spiked microcapsule based oral insulin pill for diabetes.,1
microparticle,1
oral insulin delivery,1
management of diabetes,1
erimote,1
digital and remote access,1
digital and remote service provisions,1
european research infrastructures - pathway to improved resilience and digital and remote access,1
online knowledge database,1
best practices strategies for transition,1
marine biodiversity and ecosystem functioning leading to ecosystem services,1
marbefes,1
the patient led commonification of healthcare?’ the case of diy-diabetes: an ethnographic study,1
patient-led innovation,1
structure and gender inequality,1
include,1
physics departments' culture,1
belonging,1
asp-belong,1
social connectedness,1
augmented social play (asp): smartphone-enabled group psychotherapeutic interventions that boost adolescent mental health by supporting real-world connection and sense of belonging,1
social disadvantage,1
creative arts,1
the meta trial,1
people living with hiv,1
metformin,1
pre-diabetes,1
preventing and delaying the development of diabetes in africa: a randomised placebo -controlled double-blind phase iii trial of metformin in hiv-infected persons with pre-diabetes,1
transformdairynet,1
transformdairynet: working together to upscale cow-calf-contact dairy production and beyond,1
transforming agriculture,1
cow calf contact system,1
digitise,1
data space implementation,1
digital innovative cross-sector services for greater citizen integration in a just energy transition,1
cross-sector integrated services,1
and societal empowerment,1
flexibility marketplace,1
data marketplace,1
youth mental health,1
gene environment interactions,1
child and adolescent psychiatry,1
complex genetics,1
gene environment interactions in mental health trajectories of youth,1
youth-gems,1
divine,1
demonstrating value of agri data sharing for boosting data economy in agriculture,1
agri data spaces ecosystem,1
agri data sharing policies,1
agri data governance,1
agri decision making support,1
wool,1
the wool age: rethinking social life in later prehistoric europe,1
bronze age europe,1
circrna,1
bactherna,1
bacterial-derived therapeutics based on circrnas (bactherna),1
resilience of gscs,1
knowledge flows,1
services inputs,1
rethink-gsc,1
strategic supplies,1
impact and policy,1
rethinking global supply chains: measurement,1
company-level analysis,1
comphacrisis,1
the enforcement of eu competition law in the pharmaceutical sector: before,1
during,1
and after a health crisis (learning from the covid-19 pandemic),1
proxy layer,1
security decoupling,1
cmxsafe,1
cmxsafe: a novel cloud-based secure communication architecture to simplify emerging iot regulatory compliance,1
communication architecture,1
power system,1
integrated energy systems,1
hyres,1
resilience quantification and enhancement of energy system operations with hydrogen integration,1
scalable multi-chip quantum architectures enabled by cryogenic wireless / quantum -coherent network-in package,1
quadrature,1
transport research arena,1
tra2026,1
transport research arena 2026: budapest,1
budapest,1
ai digital tools,1
multi-actor orchestration,1
flexible energy systems leveraging the optimal integration of evs deployment wave,1
electrical vehicles,1
user participation,1
grid decarbonization,1
ev chargers,1
vehicle-to-grid,1
and electric vehicles,1
intelligent circular lifecycles of industrial robots,1
icircular3,1
outdoor power products,1
industrial robot,1
madecold,1
powder acceleration,1
multi material additive manufacturing with electrostatic cold spray,1
solid state powder deposition,1
arm4ci,1
evaluation of the quality of experience of cochlear implant users listening to live music performances through augmented reality,1
radical reformation,1
religious dissent,1
early modern women,1
euword,1
religion and modernisation,1
practices of free expression,1
freedom of speech,1
european women and religious dissent: the advent of modernity and the democratic public sphere,1
agroecology for weeds,1
weed management,1
herbicides,1
good,1
finite element model updating,1
sensing and model-based approach for reliable and timely bridge rehabilitation enhancement,1
drive-by-bridge monitoring,1
brigdes,1
irish visual culture,1
visualising hibernia in ireland,1
visualising hibernia,1
irish art history,1
c.1770 - c.1930,1
national personifications,1
female allegory,1
nanoencapsulation of bioactive compounds from plant by products to produce sensitive skin cosmetics,1
sensitive skin,1
green extraction techniques,1
nanocosmos,1
plant by products,1
the queen's post: the form,1
and power of early tudor queens' correspondence,1
thequeenspost,1
tumor-host interaction,1
multi-tumour based prediction and manipulation of immune response,1
multir,1
response prediction,1
navigating european forests and forest bioeconomy sustainably to eu climate neutrality,1
economic modeling,1
land use modeling,1
forestnavigator,1
network coding,1
distributed  communication,1
submodule codes,1
private information retrieval,1
matrix codes,1
code-based cryptography,1
secret sharing scheme,1
private distributed computation,1
european network in coding theory and applications,1
innovative education for the bioeconomy,1
biobeo,1
mush4fun,1
microstructure of food,1
sensory evaluation of food,1
unlocking mushroom protein functionality and improving circularity by valorising the fibre side stream.,1
climate neutral initiatives for growing health and care unmet requirements,1
caring nature,1
sustainability governance,1
prison,1
direct provision,1
borstal,1
mapping literary representations of coercive confinement in ireland,1
industrial school,1
magdalene laundry,1
mother-and-baby home,1
prose,1
from the mid-nineteenth century to the present,1
coercive confinement,1
confined,1
environmental and economic demands,1
bull,1
bullnet,1
a cutting edge integrated approach to sperm biology and associated reproductive biotechnologies to assist the dairy and beef industries meet growing societal,1
prospecting natural lignin biodiversity towards unlocking value-added bioactive motifs and molecules,1
natural biodiversity,1
lignans,1
prosplign,1
rural development programme,1
multi-actor collaboration dynamics and capacity building network inside and between akis to foster the upscaling of sfscs across europe,1
farmer empowerment,1
cap strategic plans,1
eu4advice,1
poptext,1
party behaviour,1
exploring populism in texts: leveraging ai for substantive and methodological advancements,1
virtual sensoring,1
iaq monitoring and control,1
exposure analysis,1
digital twins enabled indoor air quality management for healthy living,1
twinair,1
rural biorefarmeries,1
green biorefarmeries - small-scale circular green biorefineries for increasing farmer sustainability and competitiveness and building resilient rural areas,1
nanoexos,1
towards a mechanistic understanding of nanoparticle interactions with exosome secretion,1
macrophage targets for metastatic treatment,1
mac4me,1
matrix remodeling,1
brain metastasis,1
macrophage-targeting,1
citizen observatories,1
citiobs,1
citiobs – enhancing citizen observatories for healthy,1
socio-technological approach,1
resilient and inclusive cities,1
one-click-away data access,1
seto,1
smart enforcement of transport operations,1
marine plastic litter,1
cupola,1
carbon-neutral pathways of recycling marine plastic waste,1
smartankle,1
ankle-foot orthosis,1
smart mechatronic ankle-foot orthosis platform for gait assistance and augmentation,1
heritact,1
heritage activation through engaging experiences towards sustainable development,1
lct,1
localized cancer therapy,1
fostering queer feminist intersectional resistances against transnational anti-gender politics,1
transnational methodologies,1
transformational research,1
specialist knowledge & lay-users,1
socio-anthropology of science,1
the social life of ancient dna. how can scientists and citizens better interpret the past in light of ancient dna research? a dual ethnographic study in germany and vanuatu,1
social construction of the relationship to the past,1
genomics as a cultural object,1
solace-adna,1
science studies,1
research reinforcing in the western balkans in offline and online monitoring and source identification of atmospheric particles,1
atmopheric aerosols,1
ultafine particulate black carbon,1
particles size distribution,1
oxidative potential,1
webasoop,1
unifying ecophysiological predictions of ectotherms to global warming,1
critical thermal limits,1
climate vulnerability,1
heat tolerance,1
e_warm,1
oxygen limitation,1
population growth rate,1
aufrande,1
cotutelle,1
australia-france network of doctoral excellence,1
double degree,1
co-supervision,1
regenerated fibres,1
retex,1
textile based sensors,1
regenerated cotton for electronic textiles,1
attention deficit hyperactivity disorders,1
predictive,1
it development,1
risk and resilience in developmental diversity and mental health,1
web-based portal,1
r2d2-mh,1
ehealth app,1
advanced characterization,1
ionic gels,1
